Window,Normalization,Dimensions,SimLex-Correlation,SimLex-Coverage,WordSim-Correlation,WordSim-Coverage,Analogy-Accuracy,Clustering-Silhouette
2,tfidf,200,0.16389163688911867,0.4705751936346948,0.6743474229372274,0.8497087557130611,0.0,0.040704824
2,tfidf,300,0.1935194421993035,0.12600660403235775,0.9310395518420275,0.7708064323918611,0.0,0.048941493
2,tfidf,50,0.8875348247492564,0.6970366535827115,0.3298060797188951,0.2271075022651602,0.0,0.14050838
4,ppmi,100,0.5770693308065414,0.4666673242382625,0.3247147320141116,0.9791916484679694,0.0,0.23117833
4,ppmi,200,0.1513316278691057,0.7337371190881399,0.11934429709176175,0.038457957190912495,0.0,0.21170375
4,ppmi,300,0.12784371732756705,0.8759992343531344,0.5996972945978275,0.7181446673909577,0.0,0.30130982
4,ppmi,50,0.6810941635912764,0.6683244040705439,0.1939697367869152,0.21697839271714392,0.0,0.18762457
4,rownormalize,100,0.13388695174648757,0.6303524564094679,0.547676807921296,0.7942153857258493,0.0,0.06830911
4,rownormalize,200,0.060478971254096625,0.07292529924922353,0.4884544204601835,0.11441460084485133,0.0,0.04151835
4,rownormalize,300,0.5801846958986296,0.3492013861154548,0.19814458961299664,0.6945671875516347,0.0,0.034428
4,rownormalize,50,0.31372473161529135,0.9679210687032347,0.3702597233888052,0.754812721188944,0.0,0.110476114
4,tfidf,100,0.6871510364571001,0.5117455594351525,0.642946929620856,0.7451562478943387,0.0,0.13724418
4,tfidf,200,0.15098456854653886,0.6568819858566552,0.1542313134117962,0.8280515237347958,0.0,0.2944914
4,tfidf,300,0.3194203780777086,0.16638290099127861,0.845166969381567,1.9332990240705783e-05,0.0,0.058700092
4,tfidf,50,0.892674978452474,0.7072660753239475,0.78930816001924,0.8535867694344403,0.0,0.1523737
6,ppmi,100,0.20375872064115874,0.7712891847445726,0.7917681313269608,0.10091263584608745,0.0,0.21200463
6,ppmi,200,0.3014417597754122,0.27398485337568235,0.7426526245162782,0.22597026341603288,0.0,0.19696593
6,ppmi,300,0.15393392438887998,0.6621030430593017,0.9897531643035954,0.6682764328693456,0.0,0.24725994
6,ppmi,50,0.4235561596092777,0.2784009992210449,0.5728953849705337,0.05511266872580556,0.0,0.37631553
6,rownormalize,100,0.27148065493033313,0.550387253601967,0.6741470170193865,0.9184441971242178,0.0,0.06600237
6,rownormalize,200,0.16041580045925263,0.6503222813610268,0.36481067908428966,0.08718038827386532,0.0,0.05152279
6,rownormalize,300,0.09630201652119774,0.8481456055158115,0.7524785998972041,0.6811982924188874,0.0,0.041245434
6,rownormalize,50,0.5841399055781855,0.893078882876814,0.8884991783955709,0.43851155325560376,0.0,0.103711925
6,tfidf,100,0.24656947184239741,0.5312120922256565,0.10977424185151785,0.05933289853973889,0.0,0.16654402
6,tfidf,200,0.8032389461531325,0.6807701024849515,0.8140923659108994,0.30054218743183125,0.0,0.3312164
6,tfidf,300,0.061355086070075227,0.4236375980411723,0.17396470410700193,0.12679608836225265,0.0,0.1520575
6,tfidf,50,0.4920177038498187,0.615744877782147,0.7941516002559188,0.998163576786399,0.0,0.16101897
8,ppmi,100,0.6505658962535601,0.730455918438214,0.7439639159617508,0.10737282435048079,0.0,0.1498491
8,ppmi,200,0.7743905248419144,0.7346337779447536,0.7081190273557574,0.15881867591730647,0.0,0.16685025
8,ppmi,300,0.6335332120750014,0.8749076483588684,0.12164980539100279,0.5031513412705833,0.0,0.21309607
8,ppmi,50,0.2909467974550105,0.826118639311504,0.14117926448450113,0.6834926894002242,0.0,0.3503086
8,rownormalize,100,0.7488866831358929,0.007201612753833686,0.028452424566594914,0.14036217023836461,0.0,0.05249446
8,rownormalize,200,0.9479200441503973,0.8289773499886844,0.730382619716762,0.49805457523470387,0.0,0.03993978
8,rownormalize,300,0.7793746762754588,0.6306527846770743,0.13382576564587223,0.4163029715004889,0.0,0.043521702
8,rownormalize,50,0.03423626974195093,0.460763356760286,0.3549370571794397,0.8054498141395401,0.0,0.05345374
8,tfidf,100,0.350486293048592,0.6188755026727112,0.34871569382819845,0.02852815375244544,0.0,0.13983776
8,tfidf,200,0.23999412451657742,0.14380935344918344,0.664025058029696,0.32468643954242593,0.0,-0.007756973
8,tfidf,300,0.18222437961252758,0.4913863551351594,0.9229851746347845,0.4432973258897842,0.0,0.0725012
8,tfidf,50,0.4398197340608129,0.9343983400424649,0.2608214037005885,0.0950204649384685,0.0,0.16011631
