Window,Normalization,Dimensions,SimLex-Correlation,SimLex-Coverage,WordSim-Correlation,WordSim-Coverage,Analogy-Accuracy,Clustering-Silhouette
4,ppmi,100,0.00693188082758045,0.6199050248683617,0.7163926447005066,0.06773325219853987,0.3333333333333333,0.16710168
4,ppmi,200,0.1516703689094716,0.5940533094924682,0.6326132622628579,0.5362918587409777,0.3333333333333333,0.18800612
4,ppmi,300,0.8299016353768046,0.6556055043190252,0.87654296679063,0.47659823365154486,0.3333333333333333,0.22888483
4,ppmi,50,0.5567120513437213,0.5011097226934418,0.7665964600451773,0.4338421882117659,0.3333333333333333,0.22052155
4,rownormalize,100,0.5342985464865407,0.9695406444718583,0.9274626059373734,0.4448409009879585,0.3333333333333333,0.1290994
4,rownormalize,200,0.37380341132521866,0.3607653769553576,0.576404421811022,0.8041835213537316,0.3333333333333333,0.09263675
4,rownormalize,300,0.3759520433199687,0.7724098066848102,0.8958999892673953,0.23777203953791826,0.3333333333333333,-0.015989829
4,rownormalize,50,0.2650087978540916,0.9883914108055046,0.6805053996692513,0.9012872914649512,0.0,0.115324736
4,tfidf,100,0.8857174907680255,0.7751514498301129,0.33724246548759795,0.28223420555238643,0.3333333333333333,0.051630687
4,tfidf,200,0.7107360008319556,0.9206347741852257,0.18633395241677497,0.7332374088292963,0.3333333333333333,0.59907514
4,tfidf,300,0.8220054089057451,0.07640319650629579,0.5235148789030867,0.5668812172035896,0.3333333333333333,0.14351241
4,tfidf,50,0.24876036715497774,0.28425959565173,0.7551064582570006,0.9656693676299611,0.0,0.75088286
6,ppmi,100,0.6408288456507406,0.21743331052181947,0.9224266785855546,0.16333228278866052,0.3333333333333333,0.10426939
6,ppmi,200,0.9632645983057473,0.625520611134094,0.5095046422451699,0.264108314637722,0.3333333333333333,0.046712495
6,ppmi,300,0.713718229070063,0.33823693122481857,0.7822425924472721,0.2620975776873211,0.3333333333333333,0.0722602
6,ppmi,50,0.681874865260231,0.6857839971339129,0.1715901177692999,0.46208157224516744,0.3333333333333333,0.20533416
6,rownormalize,100,0.40133405747104145,0.013819601453369135,0.9013041093297508,0.26470797522566714,0.3333333333333333,0.010318194
6,rownormalize,200,0.6609711228677082,0.420111171189268,0.14572872430987815,0.09741136466981659,0.3333333333333333,-0.0017722218
6,rownormalize,300,0.2959542730271316,0.8589296183481281,0.12455155530911799,0.6880955015166779,0.3333333333333333,0.048505884
6,rownormalize,50,0.5495113792002627,0.05458364923396486,0.8472092231819728,0.9440028985547375,0.0,0.036991373
6,tfidf,100,0.7185131055518519,0.9886236030030269,0.8012776542218146,0.6986766908904293,0.0,0.023177706
6,tfidf,200,0.15049742773922192,0.2834291509537388,0.6019497496969355,0.3511173891652051,0.3333333333333333,0.5723876
6,tfidf,300,0.15814704789941103,0.0960093355068955,0.8165983796394687,0.11969587686170169,0.3333333333333333,0.5655444
6,tfidf,50,0.06693702315234451,0.004988489936066265,0.25527269178473866,0.7680921705491035,0.0,0.14762579
8,ppmi,100,0.6507558923686478,0.6595201005612441,0.6933920272669951,0.4062173573515385,0.3333333333333333,0.19439891
8,ppmi,200,0.5919833029087509,0.27728602617492093,0.8899897635771125,0.5450536013466181,0.3333333333333333,0.14018685
8,ppmi,300,0.8916935011760964,0.30673650940803265,0.8576271653139712,0.5409673738182172,0.3333333333333333,0.12659657
8,ppmi,50,0.3630226168499169,0.5139036600138845,0.9498406208005499,0.3037264363077621,0.3333333333333333,0.20525348
8,rownormalize,100,0.21236111743358732,0.7642110489065878,0.6992911052379359,0.9870577356571084,0.3333333333333333,0.09759002
8,rownormalize,200,0.6620522441094778,0.5639963161072469,0.24573240219907255,0.11618931238630903,0.3333333333333333,0.016828448
8,rownormalize,300,0.5129047342968487,0.20776444363463664,0.6961482162601001,0.6343146800414037,0.3333333333333333,0.07544022
8,rownormalize,50,0.8373959347305412,0.927972349230037,0.3555765698461225,0.7727812149492064,0.0,0.04068929
8,tfidf,100,0.22960099807128231,0.7796439434666935,0.29589311183121947,0.32707372606077456,0.0,0.04295337
8,tfidf,200,0.03605451642074253,0.14479886932758268,0.8964778633469225,0.2735710980233954,0.3333333333333333,0.11928092
8,tfidf,300,0.6108299100675117,0.44158397647995207,0.6656239554545089,0.4064729099751825,0.3333333333333333,0.13245547
8,tfidf,50,0.06549319520615715,0.07259299106460393,0.9732729963882336,0.731327627867769,0.0,0.82388276
